"billing_log_recid","Open/Closed","Invoice","Ticket #","Company Name","Customer PO","Invoice Total","Date","Status","Invoice Type","Project / Phase","Sales Order #","Location","Department","Internal Notes","GL","Routed To","Down Payment Applied","Credit Amount","Paid Amount","Date Paid","Agreement Type","Bill To","Invoice Balance","Site","Invoice Delivery","Tax Code","Account ID","Due Date","Invoice Reference","Service Total","Expense Total","Product Total","Sales Tax","Unbatched","Billing Terms","Pending Application","Procurement Needed","Partner Name","Sales Rep.","Business Development?"
"34001","Closed","33167","","Drive Wheel","Monthly Managed Services ","510.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Drive Wheel","510.00","Main","E-Mail","Avatax","Drive Wheel","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","510.00","0.00","False","Due Upon Receipt","False","","","",""
"34002","Closed","33168","","Encounter Life","Monthly Managed Services","1837.90","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","1837.90","05/04/2026 12:44 pm","Managed Services","Encounter Life","0.00","Main","E-Mail","Avatax","Bible Fellowship","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1835.28","2.62","False","Due Upon Receipt","False","","","",""
"34003","Closed","33169","","Fire Sprinkler Systems","Monthly Managed Services","2240.01","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Fire Sprinkler Systems","2240.01","Main","E-Mail","Avatax","Fire Sprinkler Systems Inc.","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","2240.01","0.00","False","Due Upon Receipt","False","","","",""
"34004","Closed","33170","","Focus On The Masters","Monthly Managed Services","334.27","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Focus On The Masters","334.27","Main","E-Mail","Avatax","Focus On The Masters","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","332.33","1.94","False","Due Upon Receipt","False","","","",""
"34005","Closed","33171","","FS Unlimited LLC","Monthly Managed Services","550.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Sales","","N","EWolf","0.00","0.00","0.00","","Managed Services","FS Unlimited LLC","550.00","Main","E-Mail","Avatax","FS Unlimited LLC","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","550.00","0.00","False","Due Upon Receipt","False","","","",""
"34006","Closed","33172","","Hohenstein & Parkinson LLP","Monthly Managed Services","510.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Hohenstein & Parkinson LLP","510.00","Main","E-Mail","Avatax","Hohenstein & Parkinson LLP","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","510.00","0.00","False","Due Upon Receipt","False","","","",""
"34007","Closed","33173","","Interactive Studio Management","Monthly Managed Services","270.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Interactive Studio Management","270.00","Main","E-Mail","Avatax","ISM","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","270.00","0.00","False","Due Upon Receipt","False","","","",""
"34098","Closed","33216","","Kishigo - Bunzl","Monthly Managed Services - Contract #BZ16","6396.86","06/01/2026 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Bunzl","6396.86","Main","E-Mail","Avatax","Kishigo","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","6363.63","33.23","False","Due Upon Receipt","False","false","","","false"
"34008","Closed","33174","","MCR Safety - Bunzl","Monthly Managed Services - Contract #BZ13","19200.00","06/01/2026 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Bunzl","19200.00","Main","E-Mail","Avatax","MCR Safety","07/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","19200.00","0.00","False","Net 30 days","False","","","",""
"34097","Closed","33215","","MCR Safety - Bunzl","Monthly Managed Services - Contract #BZ13","9396.82","06/01/2026 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Tingley Rubber - Bunzl","9396.82","Accounting","E-Mail","Avatax","MCR Safety","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","9396.82","0.00","False","Due Upon Receipt","False","false","","","false"
"34009","Closed","33175","","Millworks Etc","Monthly Managed Services","1330.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Millworks Etc","1330.00","Main","E-Mail","Avatax","Milworks Etc","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1330.00","0.00","False","Due Upon Receipt","False","","","",""
"34010","Closed","33176","","Monzon Dental","Monthly Managed Services","341.79","06/01/2026 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Monzon Dental","341.79","New Main","E-Mail","Avatax","monzon","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","339.54","2.25","False","Due Upon Receipt","False","","","",""
"34011","Closed","33177","","Notes for Notes","Monthly Managed Services","0.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","05/01/2026 2:55 pm","Managed Services","Notes for Notes","0.00","Main","E-Mail","Avatax","Notes for Notes","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","0.00","0.00","False","Due Upon Receipt","False","","","",""
"34012","Closed","33178","","Organic Certifiers","Monthly Managed Services","672.75","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Organic Certifiers","672.75","Main","E-Mail","Avatax","Organic Certifiers","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","670.50","2.25","False","Due Upon Receipt","False","","","",""
"34013","Closed","33179","","P&D Electric Inc","Monthly Managed Services","1245.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","P&D Electric Inc","1245.00","Main","E-Mail","Avatax","P&D Electric Inc","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1245.00","0.00","False","Due Upon Receipt","False","","","",""
"34014","Closed","33180","","Pacific Blue Engineering","Monthly Managed Services","1615.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Pacific Blue Engineering","1615.00","Main","E-Mail","Avatax","Pacific Blue Engineering","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1615.00","0.00","False","Due Upon Receipt","False","","","",""
"34015","Closed","33181","","Pelage Pharmaceuticals","Monthly Managed Services","1020.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Pelage Pharmaceuticals","1020.00","Main","E-Mail","Avatax","Pelage Pharmaceuticals","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1020.00","0.00","False","Due Upon Receipt","False","","","",""
"34016","Closed","33182","","Performance Glass 805, Inc.","Monthly Managed Services","241.38","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Performance Glass 805, Inc.","241.38","Main","E-Mail","Avatax","Performance Glass","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","237.79","3.59","False","Due Upon Receipt","False","","","",""
"34017","Closed","33183","","Ransom Seed Laboratory","Monthly Managed Services","903.95","06/01/2026 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Ransom Seed Laboratory","903.95","Shipping","E-Mail","Avatax","Ransom","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","887.98","15.97","False","Due Upon Receipt","False","","","",""
"34018","Closed","33184","","Realworld Asset Group","Monthly Managed Services","1165.50","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Realworld Asset Group","1165.50","www.realworldassetgroup.com","E-Mail","Avatax","RWA Group","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1165.50","0.00","False","Due Upon Receipt","False","","","",""
"34019","Closed","33185","","San Francisco Public Health Foundation","Monthly Managed Services","1395.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","San Francisco Public Health Foundation","1395.00","Main","E-Mail","Avatax","SF Public Health Foundation","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1395.00","0.00","False","Due Upon Receipt","False","","","",""
"34020","Closed","33186","","Saxton Groups LLC","Monthly Managed Services","735.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Saxton Groups LLC","735.00","Main","E-Mail","Avatax","Saxton Groups LLC","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","735.00","0.00","False","Due Upon Receipt","False","","","",""
"34021","Closed","33187","","Secure Money Advisors","Monthly Managed Services","4295.72","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Secure Money Advisors","4295.72","Main","E-Mail","Avatax","Secure Money Advisors","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","4295.72","0.00","False","Due Upon Receipt","False","","","",""
"34022","Closed","33188","","SecuriTech","Monthly Managed Services","188.42","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","188.39","0.03","05/01/2026 3:06 pm","Managed Services","SecuriTech","0.00","Main","E-Mail","Avatax","SecuriTech","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","185.00","3.42","False","Due Upon Receipt","False","false","","","false"
"34023","Closed","33189","","Selvin Property Management, Inc.","Monthly Managed Services","585.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Selvin Property Management, Inc.","585.00","Main","E-Mail","Avatax","Selvin Property Management, Inc.","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","585.00","0.00","False","Due Upon Receipt","False","","","",""
"34024","Closed","33190","","Shaina Speaks Therapy & Coaching, INC.","Monthly Managed Services","525.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Shaina Speaks Therapy & Coaching, INC.","525.00","Main","E-Mail","Avatax","Shaina Speaks Therapy & Coaching, Inc. ","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","525.00","0.00","False","Due Upon Receipt","False","","","",""
"34100","Closed","33218","","Snap Creative","Monthly Managed Services","3423.69","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Snap Creative","3423.69","New Main","E-Mail","Avatax","Snap Creative","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","3379.89","43.80","False","Due Upon Receipt","False","","","",""
"34101","Closed","33219","","Southland Stone USA Inc.","Monthly Managed Services","3263.32","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Southland Stone USA Inc.","3263.32","Main","E-Mail","Avatax","Southland Stone USA Inc.","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","3245.72","17.60","False","Due Upon Receipt","False","","","",""
"34025","Closed","33191","","Spectrum Medical X-Ray Company","Monthly Managed Services","100.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Spectrum Medical X-Ray Company","100.00","Main","E-Mail","Avatax","Spectrum Medical","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","100.00","0.00","False","Due Upon Receipt","False","","","",""
"34026","Closed","33192","","Stuart Rose Heating and Air Conditioning","Monthly Managed Services","412.31","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Stuart Rose Heating and Air Conditioning","412.31","Main","E-Mail","Avatax","Stuart Rose Heating and Air Conditioning","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","410.50","1.81","False","Due Upon Receipt","False","","","",""
"34027","Closed","33193","","Studio Designs","Monthly Managed Services","3670.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Studio Designs","3670.00","Main","E-Mail","Avatax","Studio Designs","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","3670.00","0.00","False","Due Upon Receipt","False","","","",""
"34028","Closed","33194","","Teddy Bear Cancer Foundation","Monthly Managed Services","1237.40","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Teddy Bear Cancer Foundation","1237.40","Main","E-Mail","Avatax","Teddy Bear Cancer Foundation","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1230.00","7.40","False","Due Upon Receipt","False","","","",""
"34029","Closed","33195","","Teeccino","Monthly Managed Services","2165.39","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Teeccino","2165.39","Ventura","E-Mail","Avatax","Teeccino","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","2148.00","17.39","False","Due Upon Receipt","False","","","",""
"34030","Closed","33196","","Teen Arts NJ (Arts and Education Center)","Managed Services","0.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","05/01/2026 2:55 pm","Managed Services","Teen Arts NJ (Arts and Education Center)","0.00","Main","E-Mail","Avatax","ArtsAndEdCenter","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","0.00","0.00","False","Due Upon Receipt","False","","","",""
"34031","Closed","33197","","The Elements Agency, LLC","Monthly Managed Services","231.75","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","The Elements Agency, LLC","231.75","Main","E-Mail","Avatax","Elements Agency","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","231.75","0.00","False","Due Upon Receipt","False","","","",""
"34032","Closed","33198","","The Pacific Center for Financial Services","Monthly Managed Services","1350.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","The Pacific Center for Financial Services","1350.00","Main","E-Mail","Avatax","Pacific Center for Financial Services","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1350.00","0.00","False","Due Upon Receipt","False","","","",""
"34033","Closed","33199","","Three Angels Pre-School","Monthly Managed Services","300.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Three Angels Pre-School","300.00","Main","E-Mail","Avatax","Three Angels Pre-School","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","300.00","0.00","False","Due Upon Receipt","False","","","",""
"34034","Closed","33200","","Toro Global Management LLC","Monthly Managed Services","735.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Toro Global Management LLC","735.00","Main","E-Mail","Avatax","Toro Global Management LLC","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","735.00","0.00","False","Due Upon Receipt","False","","","",""
"34035","Closed","33201","","Total Barricade Service","Monthly Managed Services","1117.50","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Total Barricade Service","1117.50","Main","E-Mail","Avatax","Total Barricade Service","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1117.50","0.00","False","Due Upon Receipt","False","","","",""
"34036","Closed","33202","","TransGo","Monthly Managed Services","2511.13","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","TransGo","2511.13","Main","E-Mail","Avatax","TransGo","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","2508.50","2.63","False","Due Upon Receipt","False","","","",""
"34099","Closed","33217","","Turning Point Foundation","Monthly Managed Services","4331.03","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Turning Point Foundation","4331.03","Main (New)","E-Mail","Avatax","Turning Point Foundation","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","4275.68","55.35","False","Due Upon Receipt","False","","","",""
"34037","Closed","33203","","Vinyl Works","Monthly Managed Services","1860.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Vinyl Works","1860.00","Main","E-Mail","Avatax","Vinyl Works","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","1860.00","0.00","False","Due Upon Receipt","False","","","",""
"34038","Closed","33204","","Virtus Financial Partners","Monthly Managed Services","510.00","06/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Managed Services","Virtus Financial Partners","510.00","Main","E-Mail","Avatax","Virtus Financial Partners","06/01/2026 12:00 am","Monthly Billing for June","0.00","0.00","510.00","0.00","False","Due Upon Receipt","False","","","",""
"34105","Closed","33223","","Conejo Valley Services","Managed Service Credit","-1500.00","05/06/2026 12:00 am","Closed","Credit Memo","","","Corporate","Admin","Emily Wolf Wed 05/06/2026 12:51 PM UTC-04  See service ticket #1711910   ","N","EWolf","0.00","0.00","1500.00","05/06/2026 12:52 pm","","Conejo Valley Services","0.00","MAIN","E-Mail","Avatax","Conejo Valley Heating and Air","05/06/2026 12:00 am","Managed Service Credit","0.00","0.00","-1500.00","0.00","False","Due Upon Receipt","False","false","","","false"
